Index,Symbol
Nifty 500,GODFRYPHLP
Nifty 500,GODREJAGRO
Nifty 500,GODREJCP
Nifty 500,GODREJIND
Nifty 500,GODREJPROP
Nifty 500,GRANULES
Nifty 500,GRAPHITE
Nifty 500,GRASIM
Nifty 500,GESHIP
Nifty 500,GREAVESCOT
Nifty 500,GRINDWELL
Nifty 500,GUJALKALI
Nifty 500,FLUOROCHEM
Nifty 500,GUJGASLTD
Nifty 500,GMDCLTD
Nifty 500,GNFC
Nifty 500,GPPL
Nifty 500,GSFC
Nifty 500,GSPL
Nifty 500,GULFOILLUB
Nifty 500,HEG
Nifty 500,HCLTECH
Nifty 500,HDFCAMC
Nifty 500,HDFCBANK
Nifty 500,HDFCLIFE
Nifty 500,HFCL
Nifty 500,HATHWAY
Nifty 500,HATSUN
Nifty 500,HAVELLS
Nifty 500,HEIDELBERG
Nifty 500,HERITGFOOD
Nifty 500,HEROMOTOCO
Nifty 500,HEXAWARE
Nifty 500,HSCL
Nifty 500,HIMATSEIDE
Nifty 500,HINDALCO
Nifty 500,HAL
Nifty 500,HINDCOPPER
Nifty 500,HINDPETRO
Nifty 500,HINDUNILVR
Nifty 500,HINDZINC
Nifty 500,HONAUT
Nifty 500,HUDCO
Nifty 500,HDFC
Nifty 500,ICICIBANK
Nifty 500,ICICIGI
Nifty 500,ICICIPRULI
Nifty 500,ISEC
Nifty 500,ICRA
Nifty 500,IDBI
Nifty 500,IDFCFIRSTB
Nifty 500,IDFC
Nifty 500,IFBIND
Nifty 500,IFCI
Nifty 500,IIFL
Nifty 500,IIFLWAM
Nifty 500,IRB
Nifty 500,IRCON
Nifty 500,ITC
Nifty 500,ITI
Nifty 500,INDIACEM
Nifty 500,ITDC
Nifty 500,IBULHSGFIN
Nifty 500,IBREALEST
Nifty 500,IBVENTURES
Nifty 500,INDIAMART
Nifty 500,INDIANB
Nifty 500,IEX
Nifty 500,INDHOTEL
Nifty 500,IOC
Nifty 500,IOB
Nifty 500,IRCTC
Nifty 500,INDOSTAR
Nifty 500,INDOCO
Nifty 500,IGL
Nifty 500,INDUSINDBK
Nifty 500,INFIBEAM
Nifty 500,NAUKRI
Nifty 500,INFY
Nifty 500,INGERRAND
Nifty 500,INOXLEISUR
Nifty 500,INTELLECT
Nifty 500,INDIGO
Nifty 500,IPCALAB
Nifty 500,JBCHEPHARM
Nifty 500,JKCEMENT
Nifty 500,JKLAKSHMI
Nifty 500,JKPAPER
Nifty 500,JKTYRE
Nifty 500,JMFINANCIL
Nifty 500,JSWENERGY
Nifty 500,JSWSTEEL
Nifty 500,JAGRAN
Nifty 500,JAICORPLTD
Nifty 500,J&KBANK
Nifty 500,JAMNAAUTO
Nifty 500,JINDALSAW
Nifty 500,JSLHISAR
Nifty 500,JSL
Nifty 500,JINDALSTEL
Nifty 500,JCHAC
Nifty 500,JUBLFOOD
Nifty 500,JUBILANT
Nifty 500,JUSTDIAL
Nifty 500,JYOTHYLAB
Nifty 500,KPRMILL
Nifty 500,KEI
Nifty 500,KNRCON
Nifty 500,KPITTECH
Nifty 500,KRBL
Nifty 500,KSB
Nifty 500,KAJARIACER
Nifty 500,KALPATPOWR
Nifty 500,KANSAINER
Nifty 500,KTKBANK
Nifty 500,KARURVYSYA
Nifty 500,KSCL
Nifty 500,KEC
Nifty 500,KOLTEPATIL
Nifty 500,KOTAKBANK
Nifty 500,L&TFH
Nifty 500,LTTS
Nifty 500,LICHSGFIN
Nifty 500,LAOPALA
Nifty 500,LAXMIMACH
Nifty 500,LTI
Nifty 500,LT
Nifty 500,LAURUSLABS
Nifty 500,LEMONTREE
Nifty 500,LINDEINDIA
Nifty 500,LUPIN
Nifty 500,LUXIND
Nifty 500,MASFIN
Nifty 500,MMTC
Nifty 500,MOIL
Nifty 500,MRF
Nifty 500,MGL
Nifty 500,MAHSCOOTER
Nifty 500,MAHSEAMLES
Nifty 500,M&MFIN
Nifty 500,M&M
Nifty 500,MAHINDCIE
Nifty 500,MHRIL
Nifty 500,MAHLOG
Nifty 500,MANAPPURAM
Nifty 500,MRPL
Nifty 500,MARICO
Nifty 500,MARUTI
Nifty 500,MFSL
Nifty 500,METROPOLIS
Nifty 500,MINDTREE
Nifty 500,MINDACORP
Nifty 500,MINDAIND
Nifty 500,MIDHANI
Nifty 500,MOTHERSUMI
Nifty 500,MOTILALOFS
Nifty 500,MPHASIS
Nifty 500,MCX
Nifty 500,MUTHOOTFIN
Nifty 500,NATCOPHARM
Nifty 500,NBCC
Nifty 500,NCC
Nifty 500,NESCO
Nifty 500,NHPC
Nifty 500,NIITTECH
Nifty 500,NLCINDIA
Nifty 500,NMDC
Nifty 500,NTPC
Nifty 500,NH
Nifty 500,NATIONALUM
Nifty 500,NFL
Nifty 500,NBVENTURES
Nifty 500,NAVINFLUOR
Nifty 500,NESTLEIND
Nifty 500,NILKAMAL
Nifty 500,NAM-INDIA
Nifty 500,OBEROIRLTY
Nifty 500,ONGC
Nifty 500,OIL
Nifty 500,OMAXE
Nifty 500,OFSS
Nifty 500,ORIENTCEM
Nifty 500,ORIENTELEC
Nifty 500,ORIENTREF
Nifty 500,PIIND
Nifty 500,PNBHOUSING
Nifty 500,PNCINFRA
Nifty 500,PTC
Nifty 500,PVR
Nifty 500,PAGEIND
Nifty 500,PERSISTENT
Nifty 500,PETRONET
Nifty 500,PFIZER
Nifty 500,PHILIPCARB
Nifty 500,PHOENIXLTD
Nifty 500,PIDILITIND
Nifty 500,PEL
Nifty 500,POLYMED
Nifty 500,POLYCAB
Nifty 500,PFC
Nifty 500,POWERGRID
Nifty 500,PRAJIND
Nifty 500,PRESTIGE
Nifty 500,PRSMJOHNSN
Nifty 500,PGHL
Nifty 500,PGHH
Nifty 500,PNB
Nifty 500,QUESS
Nifty 500,RBLBANK
Nifty 500,RECLTD
Nifty 500,RITES
Nifty 500,RADICO
Nifty 500,RVNL
Nifty 500,RAIN
Nifty 500,RAJESHEXPO
Nifty 500,RALLIS
Nifty 500,RCF
Nifty 500,RATNAMANI
Nifty 500,RAYMOND
Nifty 500,REDINGTON
Nifty 500,RELAXO
Nifty 500,RELIANCE
Nifty 500,REPCOHOME
Nifty 500,SBILIFE
Nifty 500,SJVN
Nifty 500,SKFINDIA
Nifty 500,SRF
Nifty 500,SADBHAV
Nifty 500,SANOFI
Nifty 500,SCHAEFFLER
Nifty 500,SCHNEIDER
Nifty 500,SIS
Nifty 500,SEQUENT
Nifty 500,SFL
Nifty 500,SCI
Nifty 500,SHOPERSTOP
Nifty 500,SHREECEM
Nifty 500,RENUKA
Nifty 500,SHRIRAMCIT
Nifty 500,SRTRANSFIN
Nifty 500,SIEMENS
Nifty 500,SOBHA
Nifty 500,SOLARINDS
Nifty 500,SONATSOFTW
Nifty 500,SOUTHBANK
Nifty 500,SPANDANA
Nifty 500,SPICEJET
Nifty 500,STARCEMENT
Nifty 500,SBIN
Nifty 500,SAIL
Nifty 500,SWSOLAR
Nifty 500,STRTECH
Nifty 500,STAR
Nifty 500,SUDARSCHEM
Nifty 500,SUMICHEM
Nifty 500,SPARC
Nifty 500,SUNPHARMA
Nifty 500,SUNTV
Nifty 500,SUNDARMFIN
Nifty 500,SUNDRMFAST
Nifty 500,SUNTECK
Nifty 500,SUPRAJIT
Nifty 500,SUPREMEIND
Nifty 500,SUZLON
Nifty 500,SWANENERGY
Nifty 500,SYMPHONY
Nifty 500,SYNGENE
Nifty 500,TCIEXP
Nifty 500,TCNSBRANDS
Nifty 500,TTKPRESTIG
Nifty 500,TVTODAY
Nifty 500,TV18BRDCST
Nifty 500,TVSMOTOR
Nifty 500,TAKE
Nifty 500,TASTYBITE
Nifty 500,TATACOMM
Nifty 500,TCS
Nifty 500,TATACONSUM
Nifty 500,TATAELXSI
Nifty 500,TATAINVEST
Nifty 500,TATAMTRDVR
Nifty 500,TATAMOTORS
Nifty 500,TATAPOWER
Nifty 500,TATASTLBSL
Nifty 500,TATASTEEL
Nifty 500,TEAMLEASE
Nifty 500,TECHM
Nifty 500,NIACL
Nifty 500,RAMCOCEM
Nifty 500,THERMAX
Nifty 500,THYROCARE
Nifty 500,TIMETECHNO
Nifty 500,TIMKEN
Nifty 500,TITAN
Nifty 500,TORNTPHARM
Nifty 500,TORNTPOWER
Nifty 500,TRENT
Nifty 500,TRIDENT
Nifty 500,TIINDIA
Nifty 500,UCOBANK
Nifty 500,UFLEX
Nifty 500,UPL
Nifty 500,UJJIVAN
Nifty 500,UJJIVANSFB
Nifty 500,ULTRACEMCO
Nifty 500,UNIONBANK
Nifty 500,UBL
Nifty 500,MCDOWELL-N
Nifty 500,VGUARD
Nifty 500,VMART
Nifty 500,VIPIND
Nifty 500,VRLLOG
Nifty 500,VSTIND
Nifty 500,VAIBHAVGBL
Nifty 500,VAKRANGEE
Nifty 500,VTL
Nifty 500,VARROC
Nifty 500,VBL
Nifty 500,SBICARD
Nifty 500,VENKEYS
Nifty 500,VESUVIUS
Nifty 500,VINATIORGA
Nifty 500,IDEA
Nifty 500,VOLTAS
Nifty 500,WABCOINDIA
Nifty 500,WELCORP
Nifty 500,WELSPUNIND
Nifty 500,WESTLIFE
Nifty 500,WHIRLPOOL
Nifty 500,WIPRO
Nifty 500,WOCKPHARMA
Nifty 500,ZEEL
Nifty 500,ZENSARTECH
Nifty 500,ZYDUSWELL
Nifty 500,ECLERX
NIFTY Midcap 100,AUBANK
NIFTY Midcap 100,AARTIIND
NIFTY Midcap 100,ADANIGAS
NIFTY Midcap 100,ADANIPOWER
NIFTY Midcap 100,ABCAPITAL
NIFTY Midcap 100,ABFRL
NIFTY Midcap 100,AJANTPHARM
NIFTY Midcap 100,ALKEM
NIFTY Midcap 100,AMARAJABAT
NIFTY Midcap 100,APOLLOHOSP
NIFTY Midcap 100,APOLLOTYRE
NIFTY Midcap 100,ASHOKLEY
NIFTY Midcap 100,BALKRISIND
NIFTY Midcap 100,BANKINDIA
NIFTY Midcap 100,BATAINDIA
NIFTY Midcap 100,BEL
NIFTY Midcap 100,BHARATFORG
NIFTY Midcap 100,BHEL
NIFTY Midcap 100,BBTC
NIFTY Midcap 100,CESC
NIFTY Midcap 100,CANBK
NIFTY Midcap 100,CASTROLIND
NIFTY Midcap 100,CHOLAFIN
NIFTY Midcap 100,CUB
NIFTY Midcap 100,COROMANDEL
NIFTY Midcap 100,CROMPTON
NIFTY Midcap 100,CUMMINSIND
NIFTY Midcap 100,DALBHARAT
NIFTY Midcap 100,LALPATHLAB
NIFTY Midcap 100,EDELWEISS
NIFTY Midcap 100,EMAMILTD
NIFTY Midcap 100,ENDURANCE
NIFTY Midcap 100,ESCORTS
NIFTY Midcap 100,EXIDEIND
NIFTY Midcap 100,FEDERALBNK
NIFTY Midcap 100,FORTIS
NIFTY Midcap 100,FRETAIL
NIFTY Midcap 100,GMRINFRA
NIFTY Midcap 100,GLENMARK
NIFTY Midcap 100,GODREJAGRO
NIFTY Midcap 100,GODREJIND
NIFTY Midcap 100,GODREJPROP
NIFTY Midcap 100,GUJGASLTD
NIFTY Midcap 100,GSPL
NIFTY Midcap 100,HEXAWARE
NIFTY Midcap 100,HUDCO
NIFTY Midcap 100,IDBI
NIFTY Midcap 100,IDFCFIRSTB
NIFTY Midcap 100,IBULHSGFIN
NIFTY Midcap 100,IBVENTURES
NIFTY Midcap 100,INDHOTEL
NIFTY Midcap 100,IRCTC
NIFTY Midcap 100,IPCALAB
NIFTY Midcap 100,JSWENERGY
NIFTY Midcap 100,JINDALSTEL
NIFTY Midcap 100,JUBLFOOD
NIFTY Midcap 100,JUBILANT
NIFTY Midcap 100,L&TFH
NIFTY Midcap 100,LTTS
NIFTY Midcap 100,LICHSGFIN
NIFTY Midcap 100,LTI
NIFTY Midcap 100,MRF
NIFTY Midcap 100,MGL
NIFTY Midcap 100,M&MFIN
NIFTY Midcap 100,MANAPPURAM
NIFTY Midcap 100,MRPL
NIFTY Midcap 100,MFSL
NIFTY Midcap 100,MINDTREE
NIFTY Midcap 100,MPHASIS
NIFTY Midcap 100,NATCOPHARM
NIFTY Midcap 100,NIITTECH
NIFTY Midcap 100,NATIONALUM
NIFTY Midcap 100,NAM-INDIA
NIFTY Midcap 100,OBEROIRLTY
NIFTY Midcap 100,OIL
NIFTY Midcap 100,PIIND
NIFTY Midcap 100,PNBHOUSING
NIFTY Midcap 100,PFIZER
NIFTY Midcap 100,POLYCAB
NIFTY Midcap 100,PRESTIGE
NIFTY Midcap 100,QUESS
NIFTY Midcap 100,RBLBANK
NIFTY Midcap 100,RECLTD
NIFTY Midcap 100,RAJESHEXPO
NIFTY Midcap 100,SRF
NIFTY Midcap 100,SAIL
NIFTY Midcap 100,SUNTV
NIFTY Midcap 100,SYNGENE
NIFTY Midcap 100,TVSMOTOR
NIFTY Midcap 100,TATACONSUM
NIFTY Midcap 100,TATAPOWER
NIFTY Midcap 100,RAMCOCEM
NIFTY Midcap 100,TORNTPOWER
NIFTY Midcap 100,TRENT
NIFTY Midcap 100,UNIONBANK
NIFTY Midcap 100,VGUARD
NIFTY Midcap 100,VBL
NIFTY Midcap 100,IDEA
NIFTY Midcap 100,VOLTAS
NIFTY Midcap 100,WHIRLPOOL
Nifty High Beta 50,ADANIPORTS
Nifty High Beta 50,ADANIPOWER
Nifty High Beta 50,APOLLOTYRE
Nifty High Beta 50,ASHOKLEY
Nifty High Beta 50,AXISBANK
Nifty High Beta 50,BAJFINANCE
Nifty High Beta 50,BAJAJFINSV
Nifty High Beta 50,BANDHANBNK
Nifty High Beta 50,BANKBARODA
Nifty High Beta 50,BHEL
Nifty High Beta 50,BPCL
Nifty High Beta 50,CANFINHOME
Nifty High Beta 50,CANBK
Nifty High Beta 50,CHOLAFIN
Nifty High Beta 50,DLF
Nifty High Beta 50,EDELWEISS
Nifty High Beta 50,EQUITAS
Nifty High Beta 50,ESCORTS
Nifty High Beta 50,FEDERALBNK
Nifty High Beta 50,GODREJPROP
Nifty High Beta 50,HINDALCO
Nifty High Beta 50,HINDPETRO
Nifty High Beta 50,HDFC
Nifty High Beta 50,ICICIBANK
Nifty High Beta 50,ICICIPRULI
Nifty High Beta 50,IBULHSGFIN
Nifty High Beta 50,INDUSINDBK
Nifty High Beta 50,JSWSTEEL
Nifty High Beta 50,JINDALSTEL
Nifty High Beta 50,L&TFH
Nifty High Beta 50,LICHSGFIN
Nifty High Beta 50,M&MFIN
Nifty High Beta 50,MANAPPURAM
Nifty High Beta 50,MFSL
Nifty High Beta 50,MOTHERSUMI
Nifty High Beta 50,MUTHOOTFIN
Nifty High Beta 50,NIITTECH
Nifty High Beta 50,NMDC
Nifty High Beta 50,PEL
Nifty High Beta 50,PFC
Nifty High Beta 50,RBLBANK
Nifty High Beta 50,RADICO
Nifty High Beta 50,SRTRANSFIN
Nifty High Beta 50,SBIN
Nifty High Beta 50,SAIL
Nifty High Beta 50,TATAMOTORS
Nifty High Beta 50,TATASTEEL
Nifty High Beta 50,UJJIVAN
Nifty High Beta 50,IDFCFIRSTB
Nifty High Beta 50,IDEA
Nifty Low Volatility 50,ACC
Nifty Low Volatility 50,ALKEM
Nifty Low Volatility 50,AMBUJACEM
Nifty Low Volatility 50,ASIANPAINT
Nifty Low Volatility 50,ATUL
Nifty Low Volatility 50,BAJAJ-AUTO
Nifty Low Volatility 50,BOSCHLTD
Nifty Low Volatility 50,BRITANNIA
Nifty Low Volatility 50,CIPLA
Nifty Low Volatility 50,COALINDIA
Nifty Low Volatility 50,COLPAL
Nifty Low Volatility 50,COROMANDEL
Nifty Low Volatility 50,CROMPTON
Nifty Low Volatility 50,DABUR
Nifty Low Volatility 50,DIVISLAB
Nifty Low Volatility 50,DRREDDY
Nifty Low Volatility 50,FORTIS
Nifty Low Volatility 50,GLAXO
Nifty Low Volatility 50,HCLTECH
Nifty Low Volatility 50,HDFCBANK
Nifty Low Volatility 50,HINDUNILVR
Nifty Low Volatility 50,HINDZINC
Nifty Low Volatility 50,ITC
Nifty Low Volatility 50,INFY
Nifty Low Volatility 50,KOTAKBANK
Nifty Low Volatility 50,LT
Nifty Low Volatility 50,LUPIN
Nifty Low Volatility 50,MRF
Nifty Low Volatility 50,MGL
Nifty Low Volatility 50,MARICO
Nifty Low Volatility 50,NATCOPHARM
Nifty Low Volatility 50,NTPC
Nifty Low Volatility 50,NESTLEIND
Nifty Low Volatility 50,OFSS
Nifty Low Volatility 50,PIIND
Nifty Low Volatility 50,PFIZER
Nifty Low Volatility 50,PIDILITIND
Nifty Low Volatility 50,POWERGRID
Nifty Low Volatility 50,RAJESHEXPO
Nifty Low Volatility 50,SANOFI
Nifty Low Volatility 50,SHREECEM
Nifty Low Volatility 50,SIEMENS
Nifty Low Volatility 50,TCS
Nifty Low Volatility 50,TECHM
Nifty Low Volatility 50,THERMAX
Nifty Low Volatility 50,TORNTPHARM
Nifty Low Volatility 50,TORNTPOWER
Nifty Low Volatility 50,ULTRACEMCO
Nifty Low Volatility 50,UBL
Nifty Low Volatility 50,WIPRO
Nifty Quality 30,ASIANPAINT
Nifty Quality 30,AUROPHARMA
Nifty Quality 30,BAJAJ-AUTO
Nifty Quality 30,BAJFINANCE
Nifty Quality 30,BERGEPAINT
Nifty Quality 30,BOSCHLTD
Nifty Quality 30,BRITANNIA
Nifty Quality 30,COALINDIA
Nifty Quality 30,COLPAL
Nifty Quality 30,CONCOR
Nifty Quality 30,DABUR
Nifty Quality 30,EICHERMOT
Nifty Quality 30,GODREJCP
Nifty Quality 30,HCLTECH
Nifty Quality 30,HDFCBANK
Nifty Quality 30,HAVELLS
Nifty Quality 30,HEROMOTOCO
Nifty Quality 30,HINDUNILVR
Nifty Quality 30,ITC
Nifty Quality 30,IGL
Nifty Quality 30,INDUSINDBK
Nifty Quality 30,INFY
Nifty Quality 30,MARICO
Nifty Quality 30,MARUTI
Nifty Quality 30,NESTLEIND
Nifty Quality 30,PAGEIND
Nifty Quality 30,PIDILITIND
Nifty Quality 30,TCS
Nifty Quality 30,TECHM
Nifty Quality 30,TITAN
